"Sr.No","Device No","Device Type","String Id","Date Time","Set value of current(Amps)","Current R","Current Y","Current B","Voltage R","Voltage Y","Voltage B","PF R","PF Y","PF B","KW R","KW Y","KW B","KWH","KVA R","KVA Y","KVA B","KVAH","Current Usage(Hrs)","Emergency Status","Mode","Door Status","Voltage Status","Load Status","MCB Status","Lamp Status","Lamp On Time","Lamp Off Time","I/P","Battery Mode On Time","Battery Mode Off Time"
"#{rowIndex+1}","DIM 00012","Single Phase","153","2017-03-27 12:31:45.0","","0.0","","","229.98","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","152","2017-03-27 12:31:38.0","","0.0","","","228.43","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","151","2017-03-27 12:31:31.0","","0.0","","","227.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","150","2017-03-27 12:31:24.0","","0.0","","","228.54","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","149","2017-03-27 12:31:17.0","","0.0","","","226.09","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","148","2017-03-27 12:31:09.0","","0.0","","","226.7","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","147","2017-03-27 12:31:02.0","","0.0","","","226.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","146","2017-03-27 12:30:55.0","","0.0","","","226.76","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","145","2017-03-27 12:30:48.0","","0.0","","","227.43","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","144","2017-03-27 12:30:41.0","","0.0","","","225.15","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","143","2017-03-27 12:30:34.0","","0.0","","","225.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","142","2017-03-27 12:30:26.0","","0.0","","","226.24","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","141","2017-03-27 12:30:19.0","","0.0","","","228.6","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","140","2017-03-27 12:30:12.0","","0.0","","","230.15","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","139","2017-03-27 12:30:05.0","","0.0","","","229.04","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","138","2017-03-27 12:29:58.0","","0.0","","","228.57","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","137","2017-03-27 12:29:51.0","","0.0","","","226.64","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","136","2017-03-27 12:29:43.0","","0.0","","","228.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","135","2017-03-27 12:29:36.0","","0.0","","","227.38","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","134","2017-03-27 12:29:29.0","","0.0","","","227.23","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","133","2017-03-27 12:29:22.0","","0.0","","","224.31","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","132","2017-03-27 12:29:15.0","","0.0","","","227.05","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","131","2017-03-27 12:29:08.0","","0.0","","","223.37","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","130","2017-03-27 12:29:00.0","","0.0","","","226.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","129","2017-03-27 12:28:53.0","","0.0","","","227.2","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","128","2017-03-27 12:28:46.0","","0.0","","","224.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","127","2017-03-27 12:28:39.0","","0.0","","","227.9","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","126","2017-03-27 12:28:32.0","","0.0","","","227.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","125","2017-03-27 12:28:25.0","","0.0","","","228.92","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","124","2017-03-27 12:28:17.0","","0.0","","","228.54","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","123","2017-03-27 12:28:10.0","","0.0","","","227.61","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","122","2017-03-27 12:28:03.0","","0.0","","","227.14","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","121","2017-03-27 12:27:56.0","","0.0","","","228.34","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","120","2017-03-27 12:27:49.0","","0.0","","","223.14","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","119","2017-03-27 12:27:42.0","","0.0","","","225.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","118","2017-03-27 12:27:34.0","","0.0","","","224.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","117","2017-03-27 12:27:27.0","","0.0","","","227.2","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","116","2017-03-27 12:27:20.0","","0.0","","","227.08","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","115","2017-03-27 12:27:13.0","","0.0","","","224.25","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","114","2017-03-27 12:27:06.0","","0.0","","","225.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","113","2017-03-27 12:26:58.0","","0.0","","","225.62","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","112","2017-03-27 12:26:50.0","","0.0","","","223.9","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","111","2017-03-27 12:26:43.0","","0.0","","","219.54","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","110","2017-03-27 12:26:36.0","","0.0","","","220.54","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","109","2017-03-27 12:26:29.0","","0.0","","","223.05","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","108","2017-03-27 12:26:22.0","","0.0","","","218.49","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","107","2017-03-27 12:26:15.0","","0.0","","","217.06","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","106","2017-03-27 12:26:07.0","","0.0","","","220.13","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","105","2017-03-27 12:26:00.0","","0.0","","","222.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","104","2017-03-27 12:25:53.0","","0.0","","","221.7","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","103","2017-03-27 12:25:46.0","","0.0","","","222.26","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","102","2017-03-27 12:25:39.0","","0.0","","","221.85","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","101","2017-03-27 12:25:32.0","","0.0","","","224.95","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","100","2017-03-27 12:25:24.0","","0.0","","","220.27","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","099","2017-03-27 12:25:16.0","","0.0","","","224.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","098","2017-03-27 12:25:09.0","","0.0","","","221.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","097","2017-03-27 12:25:02.0","","0.0","","","225.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","096","2017-03-27 12:24:55.0","","0.0","","","224.01","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","095","2017-03-27 12:24:48.0","","0.0","","","225.65","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","094","2017-03-27 12:24:40.0","","0.0","","","211.65","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","093","2017-03-27 12:24:33.0","","0.0","","","212.73","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","092","2017-03-27 12:24:26.0","","0.0","","","212.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","091","2017-03-27 12:24:19.0","","0.0","","","211.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","090","2017-03-27 12:24:12.0","","0.0","","","217.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","089","2017-03-27 12:24:05.0","","0.0","","","219.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","088","2017-03-27 12:23:58.0","","0.0","","","220.62","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","087","2017-03-27 12:23:50.0","","0.0","","","220.3","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","086","2017-03-27 12:23:43.0","","0.0","","","219.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","085","2017-03-27 12:23:36.0","","0.0","","","215.86","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","084","2017-03-27 12:23:29.0","","0.0","","","216.0","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","083","2017-03-27 12:23:22.0","","0.0","","","217.35","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","082","2017-03-27 12:23:14.0","","0.0","","","217.99","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","081","2017-03-27 12:23:07.0","","0.0","","","218.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","080","2017-03-27 12:23:00.0","","0.0","","","218.31","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","079","2017-03-27 12:22:53.0","","0.0","","","219.16","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","078","2017-03-27 12:22:46.0","","0.0","","","216.97","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","077","2017-03-27 12:22:39.0","","0.0","","","216.47","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","076","2017-03-27 12:22:31.0","","0.0","","","221.12","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","075","2017-03-27 12:22:24.0","","0.0","","","227.81","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","074","2017-03-27 12:22:17.0","","0.0","","","229.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","073","2017-03-27 12:22:10.0","","0.0","","","228.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","072","2017-03-27 12:22:03.0","","0.0","","","227.43","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","071","2017-03-27 12:21:56.0","","0.0","","","230.91","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","DOOR OPEN","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","070","2017-03-27 12:21:48.0","","0.0","","","229.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","069","2017-03-27 12:21:41.0","","0.0","","","228.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","068","2017-03-27 12:21:34.0","","0.0","","","228.6","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","067","2017-03-27 12:21:27.0","","0.0","","","228.92","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","066","2017-03-27 12:21:20.0","","0.0","","","230.39","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","065","2017-03-27 12:21:13.0","","0.0","","","228.34","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","DOOR OPEN","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","064","2017-03-27 12:21:05.0","","0.0","","","227.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","063","2017-03-27 12:20:58.0","","0.0","","","228.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","062","2017-03-27 12:20:51.0","","0.0","","","229.51","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","061","2017-03-27 12:20:44.0","","0.0","","","229.01","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","060","2017-03-27 12:20:37.0","","0.0","","","229.66","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","059","2017-03-27 12:20:30.0","","0.0","","","229.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","058","2017-03-27 12:20:22.0","","0.0","","","227.81","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","057","2017-03-27 12:20:15.0","","0.0","","","225.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","056","2017-03-27 12:20:08.0","","0.0","","","227.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","055","2017-03-27 12:20:01.0","","0.0","","","225.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","054","2017-03-27 12:19:54.0","","0.0","","","229.6","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","053","2017-03-27 12:19:47.0","","0.0","","","228.63","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","052","2017-03-27 12:19:39.0","","0.0","","","227.73","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","051","2017-03-27 12:19:32.0","","0.0","","","218.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","050","2017-03-27 12:19:25.0","","0.0","","","214.6","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","049","2017-03-27 12:19:18.0","","0.0","","","217.44","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","048","2017-03-27 12:19:11.0","","0.0","","","217.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","047","2017-03-27 12:19:04.0","","0.0","","","216.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","046","2017-03-27 12:18:56.0","","0.0","","","217.93","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","045","2017-03-27 12:18:49.0","","0.0","","","216.33","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","044","2017-03-27 12:18:42.0","","0.0","","","217.26","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","043","2017-03-27 12:18:35.0","","0.0","","","216.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","042","2017-03-27 12:18:28.0","","0.0","","","215.83","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","041","2017-03-27 12:18:21.0","","0.0","","","219.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","040","2017-03-27 12:18:13.0","","0.0","","","219.07","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","039","2017-03-27 12:18:06.0","","0.0","","","217.41","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","038","2017-03-27 12:17:59.0","","0.0","","","221.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","DOOR OPEN","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","037","2017-03-27 12:17:52.0","","0.0","","","232.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","DOOR OPEN","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","036","2017-03-27 12:17:45.0","","0.0","","","231.26","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","035","2017-03-27 12:17:38.0","","0.0","","","234.01","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","034","2017-03-27 12:17:30.0","","0.0","","","232.11","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","033","2017-03-27 12:17:23.0","","0.0","","","233.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","032","2017-03-27 12:17:16.0","","0.0","","","234.24","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","031","2017-03-27 12:17:09.0","","0.0","","","231.76","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","030","2017-03-27 12:17:02.0","","0.0","","","233.98","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","029","2017-03-27 12:16:55.0","","0.0","","","232.67","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","028","2017-03-27 12:16:47.0","","0.0","","","229.66","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","027","2017-03-27 12:16:40.0","","0.0","","","232.2","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","026","2017-03-27 12:16:33.0","","0.0","","","233.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","025","2017-03-27 12:16:26.0","","0.0","","","234.68","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","024","2017-03-27 12:16:19.0","","0.0","","","233.37","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","023","2017-03-27 12:16:12.0","","0.0","","","233.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","022","2017-03-27 12:16:04.0","","0.0","","","229.66","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
